timestamp,gvl,variable,value,source
2026-03-20 10:44:21.098,gvl_C,bReferenceSwitch_C_vertical,True,poll
2026-03-20 10:44:21.098,gvl_C,bReferenceSwitch_C_horizontal,False,poll
2026-03-20 10:44:21.098,gvl_C,bReferenceSwitch_C_rotate,False,poll
2026-03-20 10:44:21.098,gvl_C,bEncoderImpulse_C_vertical1,False,poll
2026-03-20 10:44:21.098,gvl_C,bEncoderImpulse_C_vertical2,True,poll
2026-03-20 10:44:21.098,gvl_C,bEncoderImpulse_C_horizontal1,False,poll
2026-03-20 10:44:21.098,gvl_C,bEncoderImpulse_C_horizontal2,True,poll
2026-03-20 10:44:21.098,gvl_C,bEncoderImpulse_C_rotate1,True,poll
2026-03-20 10:44:21.098,gvl_C,bEncoderImpulse_C_rotate2,False,poll
2026-03-20 10:44:21.098,gvl_C,bMotor_C_upward,False,poll
2026-03-20 10:44:21.130,gvl_C,bReferenceSwitch_C_vertical,True,event
2026-03-20 10:44:21.130,gvl_C,bReferenceSwitch_C_horizontal,False,event
2026-03-20 10:44:21.131,gvl_C,bReferenceSwitch_C_rotate,False,event
2026-03-20 10:44:21.131,gvl_C,bEncoderImpulse_C_vertical1,False,event
2026-03-20 10:44:21.131,gvl_C,bEncoderImpulse_C_vertical2,True,event
2026-03-20 10:44:21.131,gvl_C,bEncoderImpulse_C_horizontal1,False,event
2026-03-20 10:44:21.131,gvl_C,bEncoderImpulse_C_horizontal2,True,event
2026-03-20 10:44:21.131,gvl_C,bEncoderImpulse_C_rotate1,True,event
2026-03-20 10:44:21.131,gvl_C,bEncoderImpulse_C_rotate2,False,event
2026-03-20 10:44:21.131,gvl_C,bMotor_C_upward,False,event
2026-03-20 10:44:21.131,gvl_C,bMotor_C_downward,False,event
2026-03-20 10:44:21.131,gvl_C,bMotor_C_backward,False,event
2026-03-20 10:44:21.131,gvl_C,bMotor_C_forward,False,event
2026-03-20 10:44:21.131,gvl_C,bMotor_C_clockwise,False,event
2026-03-20 10:44:21.131,gvl_C,bMotor_C_counterclockwise,False,event
2026-03-20 10:44:21.131,gvl_C,bValve_C,False,event
2026-03-20 10:44:21.131,gvl_HBW,bReferenceSwitch_HBW_horizontal,True,event
2026-03-20 10:44:21.131,gvl_HBW,bReferenceSwitch_HBW_vertical,False,event
2026-03-20 10:44:21.131,gvl_HBW,bReferenceSwitch_HBW_Cantilever_front,False,event
2026-03-20 10:44:21.131,gvl_HBW,bReferenceSwitch_HBW_Cantilever_back,False,event
2026-03-20 10:44:21.131,gvl_HBW,bTrailSensor_HBW_bottom,True,event
2026-03-20 10:44:21.131,gvl_HBW,bTrailSensor_HBW_top,True,event
2026-03-20 10:44:21.131,gvl_HBW,bEncoderImpulse_HBW_horizontal1,False,event
2026-03-20 10:44:21.131,gvl_HBW,bEncoderImpulse_HBW_vertical1,False,event
2026-03-20 10:44:21.131,gvl_HBW,bEncoderImpulse_HBW_vertical2,False,event
2026-03-20 10:44:21.131,gvl_HBW,bMotor_HBW_ConveyorBelt_forward,False,event
2026-03-20 10:44:21.131,gvl_HBW,bMotor_HBW_ConveyorBelt_backward,False,event
2026-03-20 10:44:21.131,gvl_HBW,bMotor_HBW_StackerCrane_toconveyorbelt,False,event
2026-03-20 10:44:21.131,gvl_HBW,bMotor_HBW_StackerCrane_downward,False,event
2026-03-20 10:44:21.131,gvl_HBW,bMotor_HBW_StackerCrane_upward,False,event
2026-03-20 10:44:21.131,gvl_HBW,bMotor_HBW_Cantilever_forward,False,event
2026-03-20 10:44:21.131,gvl_HBW,bMotor_HBW_Cantilever_backward,False,event
2026-03-20 10:44:21.131,gvl_MS,bReferenceSwitch_MS_Turntable_attransferunit,False,event
2026-03-20 10:44:21.131,gvl_MS,bReferenceSwitch_MS_Turntable_atconveyorbelt,False,event
2026-03-20 10:44:21.131,gvl_MS,bLightBarrier_MS_conveyorbelt,False,event
2026-03-20 10:44:21.131,gvl_MS,bReferenceSwitch_MS_Turntable_atsaw,False,event
2026-03-20 10:44:21.131,gvl_MS,bReferenceSwitch_MS_TransferUnit_atturntable,True,event
2026-03-20 10:44:21.131,gvl_MS,bReferenceSwitch_MS_OvenSlider_inside,False,event
2026-03-20 10:44:21.131,gvl_MS,bReferenceSwitch_MS_OvenSlider_outside,True,event
2026-03-20 10:44:21.131,gvl_MS,bReferenceSwitch_MS_TransferUnit_atoven,False,event
